Gene_ID	Level	LogFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	Gene_ID.y	B_T1_Rep1	B_T1_Rep2	B_T1_Rep3	B_T1_Rep4	B_T2_Rep1	B_T2_Rep2	B_T2_Rep3	B_T2_Rep4	protein_ID	transcript_ID
gene_2416	61.6755700558307	0.504198762689508	900	K+/H+ antiporter 1	Grosmannia clavigera	Ophiostoma piceae			k+ h+ antiporter 1	4	C:integral to membrane; P:cation transport; P:transmembrane transport; F:solute:hydrogen antiporter activity	-	N	gene_2428	83	4	174	356	58	64	2	142	1980988	1981242
gene_2417	58.9711973014497	0.470479141607207	1 218	Sterol regulatory element binding protein Sre1	Togninia minima	Ophiostoma piceae	K07197	SREBP1, SREBF1; sterol regulatory element-binding transcription factor 1	sterol regulatory element binding protein sre1	1	F:binding	-	N	gene_2429	67	45	40	153	44	38	18	92	1980989	1981243
gene_2418	68.1164022503042	0.345752254750565	624	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_3641	0	-		Y	gene_2430	138	0	235	231	85	51	10	143	1980990	1981244
gene_2419	6.85751212124871	2.01354989997537	1 315	ATP-dependent DNA helicase UvrD1	Grosmannia clavigera	Ophiostoma piceae	K03657	uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	atp-dependent dna helicase srs2	6	F:helicase activity; F:ATP binding; F:hydrolase activity; F:ATP-dependent DNA helicase activity; F:DNA binding; P:termination of G-protein coupled receptor signaling pathway		N	gene_2431	20	0	36	36	0	0	0	20	1980991	1981245
gene_242	13.3859267440018	0.0359696291749813	549	Bud site selection protein 22	Grosmannia clavigera	Ophiostoma piceae			cellular morphogenesis protein	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_244	22	0	50	28	6	12	2	56	1978804	1979058
gene_2420	19.7677680009985	-0.226638619165653	804	Bzip transcription factor	Grosmannia clavigera	Ophiostoma piceae			bzip transcription factor	4	F:sequence-specific DNA binding transcription factor activity; F:sequence-specific DNA binding; F:protein dimerization activity; P:regulation of transcription, DNA-dependent	-	N	gene_2432	47	0	45	54	30	9	8	41	1980992	1981246
gene_2421	19.6544555048752	1.25686481747834	349	Ubiquitin-conjugating enzyme	Grosmannia clavigera	Ophiostoma piceae			ubiquitin-conjugating enzyme	2	F:acid-amino acid ligase activity; F:DNA binding		N	gene_2433	38	12	44	60	4	16	2	28	1980993	1981247
gene_2422	41.0021582918123	-0.198494568630519	159	Ubiquitin-conjugating enzyme spm2 (Ubiquitin-conjugating enzyme variant MMS2 homolog)	Neurospora crassa	Ophiostoma piceae	K10704	UBE2V; ubiquitin-conjugating enzyme E2 variant	ubiquitin-conjugating enzyme e2 variant 1	7	P:postreplication repair; P:protein polyubiquitination; F:acid-amino acid ligase activity; P:free ubiquitin chain polymerization; C:cytoplasm; C:ubiquitin conjugating enzyme complex; C:nucleus	EC:6.3.2.0	N	gene_2434	96	7	52	128	64	25	16	62	1980994	1981248
gene_2423	25.095158639169	-0.926484231175275	1 806	Endosomal peripheral membrane protein	Grosmannia clavigera	Ophiostoma piceae			endosomal peripheral membrane protein	9	C:cytosol; C:protein complex; P:protein targeting to vacuole; F:ARF guanyl-nucleotide exchange factor activity; C:endosome; P:actin cytoskeleton organization; C:trans-Golgi network; P:endocytosis; C:Golgi apparatus	-	N	gene_2435	57	0	12	92	30	22	12	74	1980995	1981249
gene_2424	26.3774735334414	0.811465832628435	463	Stomatin family protein	Colletotrichum higginsianum	Ophiostoma piceae			stomatin family protein	5	C:membrane; F:hydrolase activity; P:methylation; P:mycelium development; F:methyltransferase activity	EC:2.1.1.0	N	gene_2436	38	21	24	72	12	8	6	74	1980996	1981250
gene_2425	2.02420184161573	-0.886279210312178	383	1-aminocyclopropane-1-carboxylate oxidase (Ethylene-forming enzyme)	Coccidioides posadasii	Ophiostoma piceae			hyoscyamine 6-	1	F:dioxygenase activity	-	N	gene_2437	3	0	0	9	10	0	0	8	1980997	1981251
gene_2426	8.29693854965014	0.44343681641418	247	Stomatin family protein	Grosmannia clavigera	Ophiostoma piceae			stomatin family protein	2	F:transferase activity; P:metabolic process	-	N	gene_2438	31	0	6	57	20	8	0	0	1980998	1981252
gene_2427	0	0	512	Putative uncharacterized protein	 				---NA---	0	-		N	gene_2439	0	0	0	0	0	0	0	0	1980999	1981253
gene_2428	22.8747444219965	0.60737157983179	436	Fumarylacetoacetase	Neurospora crassa	Ophiostoma piceae			fumarylacetoacetase	1	F:catalytic activity	-	N	gene_2440	20	8	43	133	22	28	0	36	1981000	1981254
gene_2429	2.21328502105184	-0.251466564870268	186	Extracellular serine-rich protein	Grosmannia clavigera	Ophiostoma piceae			extracellular serine-rich protein	0	-		Y	gene_2441	0	0	0	24	12	0	0	0	1981001	1981255
gene_243	8.13045818304934	-0.233451990713994	183	Centrin-3	Grosmannia clavigera	Ophiostoma piceae	K16466	CETN3; centrin-3	cell division control protein	2	P:cell division; F:calcium ion binding	-	N	gene_245	20	0	22	13	17	11	0	15	1978805	1979059
gene_2430	17.3223875913743	-0.0823278766458953	1 037	Probable di- and tripeptidase DUG2	Grosmannia clavigera	Sporothrix schenckii	K14262	DUG2; di- and tripeptidase [EC:3.4.-.-]	wd repeat-containing protein	2	F:metallopeptidase activity; P:proteolysis	-	N	gene_2442	54	2	13	70	37	6	4	40	1981002	1981256
gene_2431	10.5698560474066	-0.769517939932364	152	Mitochondrial import inner membrane translocase subunit tim-17	Grosmannia clavigera	Ophiostoma piceae			mitochondrial inner membrane translocase subunit	4	F:P-P-bond-hydrolysis-driven protein transmembrane transporter activity; C:mitochondrial inner membrane presequence translocase complex; P:intracellular protein transport; C:integral to membrane	-	N	gene_2443	11	0	20	34	10	4	5	50	1981003	1981257
gene_2432	13.6438846712524	0.307790143959175	338	Dihydrodipicolinate synthetase family protein	Grosmannia clavigera	Ophiostoma piceae	K01714	dapA; dihydrodipicolinate synthase [EC:4.2.1.52]	dihydrodipicolinate synthase	2	P:metabolic process; F:lyase activity	-	N	gene_2444	42	0	42	32	20	12	2	18	1981004	1981258
gene_2433	2.2433293156581	-0.0557955430212109	258	Hemerythrin HHE cation binding domain-containing protein	Colletotrichum gloeosporioides	Ophiostoma piceae			hemerythrin hhe cation binding domain-containing protein	0	-		N	gene_2445	14	0	0	4	6	0	0	10	1981005	1981259
gene_2434	0	0	103	Putative uncharacterized protein	Togninia minima	Togninia minima			carbohydrate-binding module family 1 protein	4	F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:cellulose binding; P:carbohydrate metabolic process; C:extracellular region		N	gene_2446	0	0	0	0	0	0	0	0	1981006	1981260
gene_2435	14.4794041081412	-0.326227652526249	265	Putative uncharacterized protein	Fusarium pseudograminearum	Ophiostoma piceae			hypothetical protein FPSE_05304	0	-		Y	gene_2447	27	3	23	32	18	15	4	33	1981007	1981261
gene_2436	17.4794451080014	0.472475599118836	344	Putative uncharacterized protein	Sclerotinia sclerotiorum	Ophiostoma piceae			fungal cellulose binding domain-containing partial	3	P:lipid metabolic process; F:hydrolase activity, acting on ester bonds; F:hydrolase activity		N	gene_2448	2	0	59	128	0	17	0	82	1981008	1981262
gene_2437	40.9907714365787	0.324242557848651	557	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein CMQ_3820	0	-		N	gene_2449	80	13	39	208	78	20	2	107	1981009	1981263
gene_2438	53.4849283560932	-0.235642594398848	2 008	Proteasome activator BLM10 (Bleomycin resistance protein BLM10)	Grosmannia clavigera	Ophiostoma piceae	K06699	PSME4; proteasome activator subunit 4	proteasome activator subunit	2	C:proteasome complex; F:transferase activity	-	N	gene_2450	91	6	53	281	42	47	22	112	1981010	1981264
gene_2439	1.45440639162231	0.749432318324807	300	Extracellular scp domain containing protein	Grosmannia clavigera	Ophiostoma piceae			extracellular scp domain containing protein	1	C:extracellular region		Y	gene_2451	2	0	6	10	4	0	0	0	1981011	1981265
gene_244	649.02073347757	0.233308816617845	591	Phosphoenolpyruvate carboxykinase	Grosmannia clavigera	Ophiostoma piceae	K01610	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	phosphoenolpyruvate carboxykinase	5	P:gluconeogenesis; F:kinase activity; P:phosphorylation; F:phosphoenolpyruvate carboxykinase (ATP) activity; F:ATP binding	EC:4.1.1.49	N	gene_246	268	246	2174	974	223	365	173	2437	1978806	1979060
gene_2440	3.91118036409254	-0.549864206972083	604	Vacuolar basic amino acid transporter 5	Verticillium dahliae	Ophiostoma piceae			trichothecene efflux pump	3	P:transmembrane transport; C:membrane; F:transporter activity	-	N	gene_2452	14	0	0	14	2	8	0	16	1981012	1981266
gene_2441	2.43781403718512	0.0273044893538383	307	Putative uncharacterized protein	Verticillium alfalfae	Sporothrix schenckii			family protein	1	F:nucleotide binding		N	gene_2453	0	0	8	14	4	4	0	2	1981013	1981267
gene_2442	23.0135137409243	0.64166891505638	409	PHO85 cyclin-1 (Cyclin HCS26)	Grosmannia clavigera	Ophiostoma piceae	K06656	PCL1; G1/S-specific cyclin PLC1	cyclin domain-containing protein	2	F:protein kinase binding; P:regulation of cyclin-dependent protein kinase activity	-	N	gene_2454	74	4	24	134	16	17	4	45	1981014	1981268
gene_2443	0	0	38	Putative uncharacterized protein	 				---NA---	0	-		N	gene_2455	0	0	0	0	0	0	0	0	1981015	1981269
gene_2444	4.35149018709098	1.22120313086909	331	Cyclin-dependent protein kinase CDC2	Grosmannia clavigera	Ophiostoma piceae	K04563	CDC28, CDC2; cyclin-dependent kinase [EC:2.7.11.22]	cell division control protein 2	4	P:protein phosphorylation; F:ATP binding; F:protein serine/threonine kinase activity; P:cell division	EC:2.7.11.0	N	gene_2456	23	0	8	26	3	0	0	15	1981016	1981270
gene_2445	5.199681860064	0.820918078565726	426	Alpha-ketoglutarate-dependent dioxygenase abh1	Grosmannia clavigera	Ophiostoma piceae	K10765	ALKBH1; alkylated DNA repair protein alkB homolog 1 [EC:1.14.11.- 4.2.99.18]	alkylated dna repair protein	3	P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors; F:oxidoreductase activity		N	gene_2457	19	2	1	30	0	4	0	20	1981017	1981271
gene_2446	57.3816933005465	0.799117677234054	5 110	Hydroxamate-type ferrichrome siderophore peptide synthetase	Gaeumannomyces graminis	Ophiostoma piceae			non-ribosomal peptide synthetase	3	P:metabolic process; F:catalytic activity; F:phosphopantetheine binding		N	gene_2458	197	4	126	276	60	31	3	148	1981018	1981272
gene_2447	9.1712593627675	0.974225901715573	523	L-ornithine N(5)-oxygenase	Grosmannia clavigera	Ophiostoma piceae			l-ornithine 5-monooxygenase (l-ornithine n -oxygenase)	2	P:oxidation-reduction process; F:monooxygenase activity		N	gene_2459	39	0	20	49	10	8	0	10	1981019	1981273
gene_2448	5.60857287194279	-1.25599106724847	507	Putative major facilitator superfamily transporter	Zymoseptoria tritici	Ophiostoma piceae			major facilitator superfamily transporter	2	C:integral to membrane; P:transmembrane transport		N	gene_2460	8	0	10	2	10	0	6	4	1981020	1981274
gene_2449	2.77776765588585	-1.43216645671975	271	Choline dehydrogenase (CDH)	Neurospora tetrasperma	Ophiostoma piceae			choline dehydrogenase	5	P:oxidation-reduction process; F:choline dehydrogenase activity; P:alcohol metabolic process; F:oxidoreductase activity, acting on CH-OH group of donors; F:flavin adenine dinucleotide binding		N	gene_2461	3	0	0	8	0	0	4	6	1981021	1981275
gene_245	3.58012588775057	-0.0286058076640418	307	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7520	0	-		N	gene_247	5	2	2	9	2	0	2	12	1978807	1979061
gene_2450	5.34154111214743	1.09217677294301	300	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			formin-binding protein	1	F:zinc ion binding		N	gene_2462	10	4	4	25	2	4	0	12	1981022	1981276
gene_2451	20.6247479706501	-0.451408028923034	376	Cell wall mannoprotein CIS3 (Covalently-linked cell wall protein 5/11)	Togninia minima	Ophiostoma piceae			covalently-linked cell wall protein	7	C:cellular bud tip; C:plasma membrane; C:fungal-type cell wall; P:cellular cell wall organization; C:extracellular region; C:endoplasmic reticulum; F:structural constituent of cell wall	-	Y	gene_2463	12	2	74	18	16	9	0	166	1981023	1981277
gene_2452	0	0	436	Salicylate hydroxylase	Exophiala dermatitidis	Ophiostoma piceae			salicylate hydroxylase	1	F:catalytic activity	-	N	gene_2464	0	0	0	0	0	0	0	0	1981024	1981278
gene_2453	0.207718442541954	-0.501247420309344	514	Retrograde regulation protein 2	Exophiala dermatitidis	Ophiostoma piceae			vitamin h	2	P:transmembrane transport; C:integral to membrane	-	N	gene_2465	0	0	0	0	2	0	0	0	1981025	1981279
gene_2454	4.23820487546178	1.85270142730045	340	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			g-protein coupled receptor protein	0	-		N	gene_2466	4	0	10	62	0	0	0	12	1981026	1981280
gene_2455	0	0	256	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		Y	gene_2467	0	0	0	0	0	0	0	0	1981027	1981281
gene_2456	0	0	203	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	gene_2468	0	0	0	0	0	0	0	0	1981028	1981282
gene_2457	0	0	146	Putative uncharacterized protein	Fusarium verticillioides	Ophiostoma piceae			hypothetical protein THITE_2085261	0	-		N	gene_2469	0	0	0	0	0	0	0	0	1981029	1981283
gene_2458	0	0	412	Salicylate hydroxylase, putative	Talaromyces marneffei	Ophiostoma piceae			fad dependent oxidoreductase	2	F:monooxygenase activity; P:oxidation-reduction process	-	Y	gene_2470	0	0	0	0	0	0	0	0	1981030	1981284
gene_2459	63.1684965356457	0.608407366507144	1 068	Assimilatory sulfite reductase	Grosmannia clavigera	Ophiostoma piceae	K00380	cysJ; sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	sulfite reductase flavoprotein component	2	P:oxidation-reduction process; F:oxidoreductase activity, acting on the aldehyde or oxo group of donors	-	N	gene_2471	82	56	40	102	52	22	18	133	1981031	1981285
gene_246	9.13397404237324	-0.818401169051563	148	Putative uncharacterized protein	Gaeumannomyces graminis	Ophiostoma piceae			gpi ethanolamine phosphate transferase	6	F:transferase activity; P:metabolic process; F:catalytic activity; F:molecular_function; P:biological_process; C:cellular_component		N	gene_248	18	2	6	14	12	1	6	31	1978808	1979062
gene_2460	9.70426852215673	0.527361906875625	292	Ubiquinone biosynthesis protein COQ4, mitochondrial (Coenzyme Q biosynthesis protein 4)	Grosmannia clavigera	Ophiostoma piceae			ubiquinone biosynthesis protein coq-4	2	C:mitochondrial inner membrane; P:ubiquinone biosynthetic process	-	N	gene_2472	34	2	24	16	10	8	0	28	1981032	1981286
gene_2461	0	0	266	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	gene_2473	0	0	0	0	0	0	0	0	1981033	1981287
gene_2462	28.1721772812982	-0.50286603669044	1 302	Copper resistance-associated p-type ATPase	Grosmannia clavigera	Ophiostoma piceae			copper-transporting atpase 1	6	F:metal ion binding; F:nucleotide binding; P:metabolic process; F:hydrolase activity; P:metal ion transport; C:membrane	-	N	gene_2474	42	10	20	64	21	16	12	111	1981034	1981288
gene_2463	18.6514275140569	0.171912788698699	561	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			hypothetical protein CMQ_6407	0	-		N	gene_2475	27	0	67	62	12	12	6	48	1981035	1981289
gene_2464	12.090190816147	0.502115273326803	603	Mob1 family protein	Grosmannia clavigera	Ophiostoma piceae			mob1 family protein	0	-		N	gene_2476	17	0	49	48	12	6	0	50	1981036	1981290
gene_2465	8.20537584599707	0.303326059470125	408	COBW domain-containing protein 1 (Cobalamin synthase W domain-containing protein 1)	Grosmannia clavigera	Ophiostoma piceae			cobalamin (vitamin b12) biosynthesis	2	P:regulation of transcription, DNA-dependent; C:nucleus		N	gene_2477	36	0	6	42	6	12	0	18	1981037	1981291
gene_2465.1	26.4176305444367	0.320030108638683	525	Putative general negative regulator of transcription NOT2	Grosmannia clavigera	Sporothrix schenckii	K12605	CNOT2, NOT2; CCR4-NOT transcription complex subunit 2		2	P:regulation of transcription, DNA-dependent; C:nucleus		N	gene_2478	62	10	24	101	31	19	6	44	1981038	1981292
gene_2466	44.3175450067792	0.0933362081805225	1 024	Dual specificity protein kinase YAK1	Grosmannia clavigera	Ophiostoma piceae	K00924	E2.7.1.-; unclassified signal transduction	protein kinase	3	P:phosphorylation; F:protein kinase activity; F:nucleotide binding	-	N	gene_2479	91	14	61	134	47	31	11	112	1981039	1981293
gene_2467	20.9922296136814	0.129359153773238	421	Nuclear and cytoplasmic polyadenylated RNA-binding protein pub1	Grosmannia clavigera	Ophiostoma piceae	K13201	TIA1, TIAL1; nucleolysin TIA-1/TIAR	nuclear and cytoplasmic polyadenylated rna-binding protein pub1	2	F:nucleic acid binding; F:nucleotide binding	-	N	gene_2480	53	2	24	113	32	19	0	65	1981040	1981294
gene_2468	6.07094695728609	-0.735745612308784	560	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4762	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_2481	20	0	6	8	5	10	0	32	1981041	1981295
gene_2469	9.34647508496819	-0.173933931677161	435	Arv1-like protein	Grosmannia clavigera	Ophiostoma piceae			arv1-like protein	0	-		N	gene_2482	20	0	16	42	16	8	0	37	1981042	1981296
gene_247	10.2103293224258	-0.38598259296355	571	E3 SUMO-protein ligase pli1	Grosmannia clavigera	Ophiostoma piceae	K04706	PIAS1; E3 SUMO-protein ligase PIAS1 [EC:6.3.2.-]	miz sp-ring zinc finger	3	F:nucleic acid binding; F:ligase activity; F:zinc ion binding		N	gene_249	22	0	24	22	4	20	2	20	1978809	1979063
gene_2470	5.37759950122985	1.76443436057722	75	Vacuolar ATP synthase subunit E	Grosmannia clavigera	Grosmannia clavigera			vacuolar atp synthase subunit	12	P:pentose-phosphate shunt; F:nucleotide binding; C:fungal-type vacuole membrane; P:cell wall mannoprotein biosynthetic process; P:protein complex assembly; P:ATP hydrolysis coupled proton transport; F:hydrogen ion transmembrane transporter activity; C:vacuolar proton-transporting V-type ATPase, V0 domain; P:vacuolar acidification; F:coenzyme binding; F:ATPase activity, coupled to transmembrane movement of ions; F:phosphogluconate dehydrogenase (decarboxylating) activity	EC:1.1.1.44	Y	gene_2483	19	4	8	17	7	1	0	1	1981043	1981297
gene_2471	178.104539228437	-0.107130084758708	289	Protein DJ-1 (Parkinson disease protein 7 homolog)	Sordaria macrospora	Ophiostoma piceae			class i glutamine amidotransferase-like protein	2	P:glutamine metabolic process; F:transferase activity	-	N	gene_2484	150	25	437	690	246	194	25	409	1981044	1981298
