Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
gene_2057	23.6529855962426	-0.69153113757477	357	3'(2'),5'-bisphosphate nucleotidase	Magnaporthe oryzae	Ophiostoma piceae	K01082	E3.1.3.7, cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]	3 -bisphosphate nucleotidase	5	P:hyperosmotic salinity response; P:phosphatidylinositol phosphorylation; F:3'(2'),5'-bisphosphate nucleotidase activity; P:methionine biosynthetic process; P:sulfate assimilation	EC:3.1.3.7	N	38	43	33	8	26	0	58	58
gene_2058	71.6539257409539	0.681357471383765	876	Vegetative incompatibility protein Het-C	Grosmannia clavigera	Ophiostoma piceae			nima-interacting protein	3	F:molecular_function; P:biological_process; C:cellular_component		Y	151	138	222	66	72	4	90	68
gene_2059	4.24474486964047	-1.73446814162142	230	Glycoside hydrolase family 45 protein	Thielavia terrestris	Ophiostoma piceae			glycoside hydrolase family 45 protein	2	P:carbohydrate metabolic process; F:cellulase activity	EC:3.2.1.4	Y	0	10	2	0	0	0	22	14
gene_206	3.57286260604517	0.494536979796293	272	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			thiamine biosynthetic bifunctional enzyme	2	F:molecular_function; C:cellular_component		N	12	13	7	0	0	0	0	13
gene_2060	1.82385573171981	0.0744904611960521	518	RING finger domain protein	Grosmannia clavigera	Ophiostoma piceae			ring finger domain protein	1	F:metal ion binding	-	N	6	0	8	0	0	0	6	3
gene_2061	6.98530783867375	1.05509525669182	747	Chromatin-remodeling complexes subunit NGG1 (Transcriptional adapter 3)	Grosmannia clavigera	Ophiostoma piceae	K11315	TADA3, ADA3, NGG1; transcriptional adapter 3	transcriptional regulator ngg1	3	P:biological_process; C:cellular_component; F:transferase activity		N	7	18	34	8	5	0	8	7
gene_2062	0.622752989745361	-0.314238984612898	926	3-amino-3-carboxypropyl transferase	Grosmannia clavigera	Ophiostoma piceae	K13621	BTA1; betaine lipid synthase	3-amino-3-carboxypropyl transferase	1	F:transferase activity	-	N	0	0	4	0	0	0	2	2
gene_2063	6.41967660556905	-0.134449054485023	661	NAD-dependent protein deacetylase hst1 (Homologous to SIR2 protein 1)	Togninia minima	Ophiostoma piceae	K11121	SIR2; NAD-dependent histone deacetylase SIR2 [EC:3.5.1.-]	sir2-like protein	1	F:NAD+ binding		N	9	13	21	2	14	0	2	14
gene_2064	13.1198843623016	-0.0449256675639732	810	G1 s regulator	Grosmannia clavigera	Ophiostoma piceae	K02309	DBF4; regulatory subunit for Cdc7p protein kinase	hsk1-interacting molecule 1	2	F:nucleic acid binding; F:zinc ion binding		N	17	44	19	8	14	0	19	30
gene_2065	7.46210908869994	-1.00588387063124	534	Metallopeptidase	Grosmannia clavigera	Ophiostoma piceae	K01262	pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]	xaa-pro dipeptidase	2	F:hydrolase activity; F:metal ion binding	-	N	10	6	20	0	2	4	8	10
gene_2066	19.5181712819408	0.594739033500574	541	Sterol regulatory element-binding protein 1 (Processed sterol regulatory element-binding protein 1)	Magnaporthe oryzae	Ophiostoma piceae			helix-loop-helix dna-binding domain containing protein	2	P:mycelium development; F:binding	-	N	21	34	58	29	18	0	48	10
gene_2067	9.93414993606505	0.354005100060333	437	Uncharacterized oxidoreductase ORF334	Capronia epimyces	Sporothrix schenckii			tpa: nad binding rossmann fold (afu_orthologue afua_8g04870)	5	P:oxidation-reduction process; F:oxidoreductase activity; F:nucleotide binding; P:biological_process; C:cellular_component		N	19	36	10	8	16	0	14	10
gene_2068	16.8872312560374	1.68481700375459	586	Xylosidase/arabinosidase (Beta-xylosidase)	Pestalotiopsis fici	Pestalotiopsis fici			glycoside hydrolase family 43 protein	3	F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:carbohydrate metabolic process; F:hydrolase activity		Y	6	131	44	14	2	0	24	12
gene_2069	23.1789732534892	1.4567869588155	215	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae	K10253	K10253; DOPA 4,5-dioxygenase [EC:1.14.99.-]	hypothetical protein CMQ_6190	2	F:magnesium ion binding; F:terpene synthase activity	-	N	62	48	66	33	17	0	26	14
gene_207	1.60430832983263	0.48878192442543	380	C2H2 transcription factor Ace1	Talaromyces marneffei	Ophiostoma piceae			c2h2 transcription factor	1	F:nucleic acid binding	-	N	8	4	2	0	0	0	4	2
gene_2070	3.87548207928964	0.683673901462531	760	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			phosphopantothenoylcysteine decarboxylase	2	P:metabolic process; F:catalytic activity		N	4	14	6	6	6	0	0	6
gene_2071	2.37783116178678	0.791227093858528	204	Dynactin subunit 6	Grosmannia clavigera	Ophiostoma piceae	K10428	DCTN6; dynactin 6	transferase hexapeptide domain-containing protein	3	F:transferase activity; P:biological_process; C:cellular_component		N	2	6	14	2	0	0	8	0
gene_2072	27.6200286263975	0.0202098798155409	522	NADH-ubiquinone oxidoreductase 51 kDa subunit, mitochondrial	Myceliophthora thermophila	Ophiostoma piceae	K03942	NDUFV1; NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3]	nadh-ubiquinone oxidoreductase 51 kda subunit	5	F:NAD binding; F:4 iron, 4 sulfur cluster binding; P:oxidation-reduction process; F:NADH dehydrogenase (ubiquinone) activity; F:FMN binding	EC:1.6.5.3	N	25	81	86	13	40	2	41	33
gene_2073	0.241772254463641	-0.569048210839352	348	Putative uncharacterized protein	Eutypa lata	Ophiostoma piceae			hypothetical protein CMQ_5962	3	P:peroxisome fission; C:integral to peroxisomal membrane; F:molecular_function		N	0	0	0	0	2	0	0	0
gene_2074	15.0632216211893	-0.645476901022901	605	Nuclear-interacting partner of ALK (Nuclear-interacting partner of anaplastic lymphoma kinase)	Grosmannia clavigera	Ophiostoma piceae			c3hc zinc finger protein	4	F:zinc ion binding; C:nucleus; C:intracellular; P:biological_process		N	6	34	28	10	6	6	31	10
gene_2075	20.4468538434715	-0.204052505380235	878	Histidinol dehydrogenase	Pestalotiopsis fici	Ophiostoma piceae	K14152	HIS4; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23]	histidine biosynthesis trifunctional protein	8	F:histidinol dehydrogenase activity; F:NAD binding; P:histidine biosynthetic process; F:ATP binding; F:phosphoribosyl-ATP diphosphatase activity; F:zinc ion binding; F:phosphoribosyl-AMP cyclohydrolase activity; P:oxidation-reduction process	EC:1.1.1.23; EC:3.6.1.31; EC:3.5.4.19	N	20	30	42	22	30	2	28	30
gene_2076	9.91892796964625	0.262152027670298	629	DNA damage response protein WSS1 (Weak suppressor of SMT3 protein 1)	Colletotrichum orbiculare	Ophiostoma piceae			wlm domain-containing protein	5	F:zinc ion binding; C:intracellular; F:methyltransferase activity; P:metabolic process; P:methylation		N	25	19	22	6	10	0	26	8
gene_2077	10.0657191496805	-0.690583800402662	354	Deoxyhypusine hydroxylase	Fusarium pseudograminearum	Ophiostoma piceae	K06072	E1.14.99.29, DOHH; deoxyhypusine monooxygenase [EC:1.14.99.29]	deoxyhypusine hydroxylase	8	C:cytoplasm; F:metal ion binding; P:peptidyl-lysine modification to hypusine; F:deoxyhypusine monooxygenase activity; P:microtubule cytoskeleton organization; F:hydrolase activity; C:nucleus; P:oxidation-reduction process	EC:1.14.99.29	N	15	32	10	0	7	3	4	26
gene_2078	0.353452092130517	-0.278199583316914	122	DNA-directed RNA polymerase I subunit RPA12	Grosmannia clavigera	Ophiostoma piceae	K03000	RPA12, ZNRD1; DNA-directed RNA polymerase I subunit RPA12	transcription factor s-ii	5	F:DNA-directed RNA polymerase activity; P:transcription, DNA-dependent; F:nucleic acid binding; C:nucleus; F:zinc ion binding	EC:2.7.7.6	N	0	0	2	0	2	0	0	0
gene_2079	15.3352628763567	0.0304680952174818	2 051	Sister chromatid cohesion protein	Grosmannia clavigera	Ophiostoma piceae	K06672	SCC2, NIPBL; cohesin loading factor subunit SCC2	at hook domain-containing protein	1	F:DNA binding		N	24	18	42	14	9	2	28	22
gene_208	1.81270320003395	-2.20958013008396	454	Chitin deacetylase 1	Neurospora tetrasperma	Sporothrix schenckii	K01452	E3.5.1.41; chitin deacetylase [EC:3.5.1.41]	chitin binding protein	1	F:catalytic activity	-	Y	0	0	0	0	0	0	8	10
gene_2080	11.8776781746451	0.491314748179623	914	DUF500 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf500 domain protein	0	-		N	32	26	44	2	16	0	13	16
gene_2081	7.56050937167491	0.0820950831135788	116	Small nuclear ribonucleoprotein Sm-D2 (snRNP core protein D2)	Grosmannia clavigera	Ophiostoma piceae	K11096	SNRPD2, SMD2; small nuclear ribonucleoprotein D2	small nuclear ribonucleoprotein sm d2	5	F:oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor; C:membrane; F:nucleic acid binding; C:ribonucleoprotein complex; P:oxidation-reduction process	EC:1.3.1.0	N	5	21	22	6	14	0	12	8
gene_2082	62.0079341537195	-0.55430048754	771	Threonine-tRNA ligase	Grosmannia clavigera	Ophiostoma piceae	K01868	TARS, thrS; threonyl-tRNA synthetase [EC:6.1.1.3]	threonyl-trna synthetase	4	C:cytoplasm; F:threonine-tRNA ligase activity; F:ATP binding; P:threonyl-tRNA aminoacylation	EC:6.1.1.3	N	80	113	100	36	61	18	92	67
gene_2083	2.43082714308748	0.249921919582293	88	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_13198	3	F:molecular_function; P:biological_process; C:cellular_component		N	7	0	8	2	4	0	4	2
gene_2084	17.0679960967469	-2.72726406091131	594	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2962	3	F:molecular_function; P:biological_process; C:cellular_component		N	4	8	10	3	4	16	2	20
gene_2085	14.7347045330499	-0.692961840505705	804	E3 ubiquitin-protein ligase RNF216	Grosmannia clavigera	Ophiostoma piceae	K11976	RNF216; TRIAD3; E3 ubiquitin-protein ligase RNF216 [EC:6.3.2.19]	ring finger protein	1	F:zinc ion binding		N	14	16	19	14	9	4	22	28
gene_2086	238.610728703488	0.326197715682986	899	Peroxisomal multifunctional beta-oxidation protein	Grosmannia clavigera	Ophiostoma piceae	K14729	FOX2; multifunctional beta-oxidation protein [EC:4.2.1.- 1.1.1.-]	peroxisomal hydratase-dehydrogenase-epimerase	8	P:pathogenesis; C:mitochondrial fatty acid beta-oxidation multienzyme complex; F:lyase activity; C:peroxisome; P:positive regulation of fatty acid beta-oxidation; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:nucleotide binding; F:isomerase activity	EC:1.1.1.0	N	381	810	536	135	99	24	412	347
gene_2087	10.3890548932134	-0.0635482698823636	325	Uridine/cytidine kinase	Grosmannia clavigera	Ophiostoma piceae	K15918	GLYK; D-glycerate 3-kinase [EC:2.7.1.31]	uridine cytidine kinase	1	P:cellular process	-	N	19	21	16	8	13	0	15	22
gene_2088	1.15145868440181	0.101711947128187	489	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2693	0	-		N	4	0	5	0	0	0	0	5
gene_2089	5.3012626973844	0.881652349215599	345	Cytosolic Fe-S cluster assembly factor NBP35 (Nucleotide-binding protein 35)	Grosmannia clavigera	Ophiostoma piceae			cytosolic fe-s cluster assembly factor nbp35	6	C:cytoplasm; P:iron-sulfur cluster assembly; F:iron ion binding; F:ATP binding; C:nucleus; P:tRNA wobble uridine modification	-	N	4	31	13	4	2	0	2	12
gene_209	23.0034819471051	-0.722029768432051	407	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7320	0	-		N	28	36	40	11	32	4	38	37
gene_2090	10.5434649559254	0.57999685533821	142	Gmf family protein	Grosmannia clavigera	Grosmannia clavigera			gmf family protein	2	F:actin binding; C:intracellular	-	N	17	36	27	8	8	2	14	3
gene_2091	9.43773772827317	0.132317738496113	309	NADH-ubiquinone oxidoreductase	Togninia minima	Ophiostoma piceae			pbsp domain-containing protein	5	P:respiratory electron transport chain; F:oxidoreductase activity, acting on NADH or NADPH; C:mitochondrial inner membrane; F:molecular_function; P:biological_process		N	18	12	43	2	18	0	18	6
gene_2092	12.7526426729055	-0.0483696027393978	964	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			oligomeric golgi complex component	0	-		N	14	22	20	16	26	0	20	14
gene_2093	8.91303709291541	1.63111741915002	277	Peroxisomal-enoyl-isomerase	Grosmannia clavigera	Ophiostoma piceae	K13239	PECI; peroxisomal 3,2-trans-enoyl-CoA isomerase [EC:5.3.3.8]	enoyl- hydratase isomerase	2	F:isomerase activity; P:metabolic process	-	N	14	22	45	12	8	0	8	2
gene_2094	11.3262828464726	0.353435938196085	1 213	Putative ATP-dependent helicase HRQ1 (Homologous to recQ protein 1)	Verticillium dahliae	Ophiostoma piceae	K06877	K06877; DEAD/DEAH box helicase domain-containing protein	dead deah box helicase	2	F:helicase activity; F:nucleic acid binding	-	N	20	18	24	14	2	0	18	28
gene_2095	16.2579805822144	1.28771380134772	555	DEAD DEAH box DNA helicase	Grosmannia clavigera	Ophiostoma piceae			dead deah box dna helicase	10	F:helicase activity; F:nucleic acid binding; F:ATP binding; F:hydrolase activity; P:intracellular transport; F:ATP-dependent helicase activity; C:intracellular; F:molecular_function; P:biological_process; C:cellular_component		N	30	90	33	12	16	0	14	12
gene_2096	24.2897191065376	0.273696722714321	965	Potassium channel, voltage-dependent transporter	Grosmannia clavigera	Ophiostoma piceae			yip1 domain-containing protein	6	C:endomembrane system; P:vesicle-mediated transport; P:intracellular protein transport; C:integral to membrane; C:endoplasmic reticulum; F:Rab GTPase binding	-	N	49	40	78	15	23	2	24	41
gene_2097	14.2443172990971	-0.797527968095295	608	Embryonic ectoderm development protein	Grosmannia clavigera	Ophiostoma piceae	K11462	EED; polycomb protein EED	embryonic ectoderm development protein	0	-		N	13	22	12	12	6	6	18	20
gene_2098	2.24639553193397	0.430245782684023	570	NADH-ubiquinone oxidoreductase	Magnaporthe oryzae	Ophiostoma piceae			nadh-ubiquinone oxidoreductase	6	P:respiratory electron transport chain; F:oxidoreductase activity, acting on NADH or NADPH; C:mitochondrial inner membrane; F:molecular_function; P:biological_process; C:cellular_component		N	12	6	0	0	4	0	2	2
gene_2099	33.2873402916082	0.523397622404616	242	NADH-ubiquinone oxidoreductase 29.9 kDa subunit, mitochondrial	Togninia minima	Ophiostoma piceae			nadh-ubiquinone oxidoreductase kda subunit	1	P:mycelium development	-	N	40	73	96	40	33	7	23	19
gene_21	6.11703901499256	1.09081449859885	1 294	RNA-dependent RNA polymerase	Grosmannia clavigera	Ophiostoma piceae	K11699	RDR1, RDP1; RNA-dependent RNA polymerase 1 [EC:2.7.7.48]	rna-dependent rna polymerase	3	F:RNA-directed RNA polymerase activity; F:nucleotide binding; F:nucleic acid binding		N	22	12	26	2	4	0	7	6
gene_210	26.4193660671336	-0.537794514432622	416	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7404	0	-		N	38	51	41	13	35	8	18	34
gene_2100	17.057043280147	0.351858355090709	351	3-ketosphinganine reductase	Grosmannia clavigera	Ophiostoma piceae	K04708	E1.1.1.102; 3-dehydrosphinganine reductase [EC:1.1.1.102]	3-ketosphinganine reductase	6	P:lipid metabolic process; F:oxidoreductase activity; C:endoplasmic reticulum; C:membrane part; F:nucleotide binding; P:oxidation-reduction process	-	N	32	18	16	30	32	0	6	28
gene_2101	12.2661833917729	-0.514498321107792	674	Sas10 UTP3 family protein	Grosmannia clavigera	Ophiostoma piceae	K14767	UTP3, SAS10; U3 small nucleolar RNA-associated protein 3	sas10 utp3 family protein	0	-		N	8	16	30	10	25	2	18	10
gene_2102	4.10485722091898	-0.99465695518001	1 487	Nucleolar pre-ribosomal-associated protein 2 (Unhealthy ribosome biogenesis protein 2)	Grosmannia clavigera	Ophiostoma piceae	K14862	URB2; nucleolar pre-ribosomal-associated protein 2	urb2 npa2 family protein	0	-		N	2	8	10	0	10	0	2	14
gene_2103	11.1392640369266	0.560040400519813	89	Mitochondrial inner membrane organizing system protein NCU06495	Grosmannia clavigera	Ophiostoma piceae			duf543 domain containing protein	2	C:mitochondrial inner membrane; C:integral to membrane	-	N	11	33	33	12	9	0	15	18
gene_2104	8.25662959502408	0.240498997534953	272	SMR domain containing protein	Grosmannia clavigera	Ophiostoma piceae			smr domain containing protein	0	-		N	16	14	24	6	8	2	4	8
gene_2105	40.4494405177237	0.732162097890277	353	Guanine nucleotide-binding protein alpha-O subunit / Mod-D partial suppressor of vegetative incompatibility	Grosmannia clavigera	Ophiostoma piceae	K04534	GNAO, G-ALPHA-O; guanine nucleotide-binding protein G(o) subunit alpha	g protein alpha subunit	7	F:metal ion binding; P:modulation by host of symbiont signal transduction pathway; F:GTP binding; F:signal transducer activity; P:sporocarp development involved in sexual reproduction; P:pathogenesis; P:G-protein coupled receptor signaling pathway	-	N	85	83	131	36	35	0	57	52
gene_2106	4.468302383762	1.04320983854735	696	Putative uncharacterized protein	Neurospora tetrasperma	Neurospora tetrasperma			hypothetical protein THITE_2079890	3	F:oxidoreductase activity; P:oxidation-reduction process; F:nucleotide binding	-	N	6	4	14	10	2	0	2	8
gene_2107	8.76297546733645	-1.09269941581468	459	Cell division cycle protein 123	Grosmannia clavigera	Ophiostoma piceae			cell division cycle protein 123	2	P:cellular process; P:mycelium development	-	N	16	12	10	0	14	0	32	14
gene_2108	3.34625129441076	0.0649518305811546	327	Pre-mRNA-splicing factor cwc-21	Grosmannia clavigera	Ophiostoma piceae	K13172	SRRM2, SRM300; serine/arginine repetitive matrix protein 2	pre-mrna-splicing factor cwc21	0	-		N	0	12	12	2	2	0	8	6
gene_2109	20.6349187115824	0.657975277129079	1 188	Cell division control protein 25	Grosmannia clavigera	Ophiostoma piceae			cell division control protein	4	F:guanyl-nucleotide exchange factor activity; C:intracellular; P:regulation of small GTPase mediated signal transduction; P:cell division	-	N	41	33	66	22	17	0	26	32
gene_211	15.9261187287166	0.996234198656024	709	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_05007	0	-		N	30	36	44	22	4	0	46	4
gene_2110	0	0	38	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_2111	49.2659269583148	0.0614490003212771	798	C2H2 finger domain containing protein	Grosmannia clavigera	Ophiostoma piceae			c2h2 finger domain containing protein	4	P:transcription, DNA-dependent; F:DNA binding; C:nucleus; F:zinc ion binding	-	N	85	137	96	27	65	6	50	65
