Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	F_T1_Rep1	F_T1_Rep2	F_T1_Rep3	F_T1_Rep4	F_T2_Rep1	F_T2_Rep2	F_T2_Rep3	F_T2_Rep4
gene_1953	7.16012538258243	-0.964478865503165	714	Peroxisomal primary amine oxidase (Copper amine oxidase/Methylamine oxidase)	Grosmannia clavigera	Ophiostoma piceae	K00276	E1.4.3.21, AOC2, AOC3, tynA; primary-amine oxidase [EC:1.4.3.21]	peroxisomal copper amine oxidase	5	F:copper ion binding; P:oxidation-reduction process; F:quinone binding; F:primary amine oxidase activity; P:amine metabolic process	EC:1.4.3.21	N	8	20	0	20	6	6	4	14
gene_1954	0.303695504032807	-0.684720916430889	547	Amino acid permease family protein, putative	Talaromyces marneffei	Ophiostoma piceae			amino acid permease family	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	0	0	0	0	0	0	2	0
gene_1955	15.7765313813653	1.35520216454282	503	Aldehyde dehydrogenase 	Penicillium rubens	Ophiostoma piceae	K00129	E1.2.1.5; aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]	aldehyde dehydrogenase	2	P:oxidation-reduction process; F:aldehyde dehydrogenase (NAD) activity	EC:1.2.1.3	N	14	94	12	20	0	6	12	14
gene_1956	0	0	622	Ferric/cupric reductase transmembrane component 7 (Ferric-chelate reductase 7)	Colletotrichum gloeosporioides	Sporothrix schenckii			ferric reductase transmembrane	4	P:oxidation-reduction process; F:oxidoreductase activity; C:integral to membrane; C:membrane		N	0	0	0	0	0	0	0	0
gene_1957	0	0	717	Neuroligin-4, Y-linked (Neuroligin Y)	Pestalotiopsis fici	Sporothrix schenckii	K07378	NLGN; neuroligin	camp-regulated d2 protein	2	F:hydrolase activity; F:cholinesterase activity		Y	0	0	0	0	0	0	0	0
gene_1958	0	0	33	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_1959	0.931776331483281	-1.51780613599385	494	Putative C2H2 zinc finger protein	Podospora anserina	Ophiostoma piceae	K09219	SCRT; scratch	c2h2 zinc finger protein	3	F:nucleic acid binding; F:zinc ion binding; C:intracellular		N	0	0	0	0	0	4	0	0
gene_196	0.255621547180249	0.595735747080933	269	Isoamyl acetate-hydrolyzing esterase 1 homolog	Chaetomium thermophilum	Ophiostoma piceae			ubiquitin carboxyl-terminal hydrolase 19	1	F:hydrolase activity		N	0	0	0	6	0	0	0	0
gene_1960	0	0	856	Sterol uptake control protein 2 (Mannoprotein regulation by oxygen protein 4)	Nectria haematococca	Ophiostoma piceae			hypothetical protein NECHADRAFT_93054	6	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus		N	0	0	0	0	0	0	0	0
gene_1961	0.0426035911967082	0.117970501174246	476	AP-1-like transcription factor (Caffeine resistance protein 3)	Gaeumannomyces graminis	Ophiostoma piceae			bzip-type transcription factor	5	P:regulation of transcription, DNA-dependent; F:sequence-specific DNA binding; F:sequence-specific DNA binding transcription factor activity; P:translational initiation; F:translation initiation factor activity		N	0	0	0	1	0	0	0	0
gene_1962	0	0	778	Putative uncharacterized protein	Grosmannia clavigera	Grosmannia clavigera			atp dependent rna helicase	4	F:hydrolase activity; ; F:organic cyclic compound binding; F:transferase activity, transferring phosphorus-containing groups	-	N	0	0	0	0	0	0	0	0
gene_1963	0	0	2 586	Pre-mRNA-splicing factor CWC22 homolog (Nucampholin)	Pestalotiopsis fici	Ophiostoma piceae			hypothetical protein MGG_05129	0	-		N	0	0	0	0	0	0	0	0
gene_1964	0	0	510	Dihydropyrimidinase	Pestalotiopsis fici	Ophiostoma piceae	K01464	E3.5.2.2, DPYS; dihydropyrimidinase [EC:3.5.2.2]	dihydropyrimidinase	3	C:cytoplasm; P:pyrimidine nucleobase catabolic process; F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	EC:3.5.2.0	N	0	0	0	0	0	0	0	0
gene_1965	0	0	450	Probable inactive purple acid phosphatase 16	Penicillium oxalicum	Ophiostoma piceae			calcineurin-like phosphoesterase	1	F:hydrolase activity		Y	0	0	0	0	0	0	0	0
gene_1966	5.47180173508664	-2.18754540710158	558	Amino acid permease	Grosmannia clavigera	Ophiostoma piceae	K16261	YAT; yeast amino acid transporter	amino acid permease	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	6	6	0	0	0	0	12	42
gene_1967	2.01090089261981	-0.983623281779036	524	Quinate permease (Quinate transporter)	Talaromyces stipitatus	Ophiostoma piceae			mfs quinate	5	P:transmembrane transport; C:integral to membrane; P:regulation of transcription, DNA-dependent; F:substrate-specific transmembrane transporter activity; P:transcription from RNA polymerase II promoter	-	N	0	0	0	12	0	2	4	6
gene_1968	0	0	270	Putative uncharacterized protein	Exophiala dermatitidis	Ophiostoma piceae			hypothetical protein HMPREF1120_09103	0	-		N	0	0	0	0	0	0	0	0
gene_1969	0.21917307511766	0.524410914394698	819	Putative uncharacterized protein	Myceliophthora thermophila	Ophiostoma piceae			hypothetical protein MYCTH_2309743	1	F:carbon-nitrogen ligase activity, with glutamine as amido-N-donor		N	2	0	0	2	0	0	0	0
gene_197	0	0	335	3-oxo-5-alpha-steroid 4-dehydrogenase	Grosmannia clavigera	Ophiostoma piceae	K12345	SRD5A3; 3-oxo-5-alpha-steroid 4-dehydrogenase 3 [EC:1.3.99.5]	3-oxo-5-alpha-steroid 4-dehydrogenase	6	P:lipid metabolic process; C:cytoplasm; C:integral to membrane; F:oxidoreductase activity, acting on the CH-CH group of donors; F:molecular_function; P:biological_process		N	0	0	0	0	0	0	0	0
gene_1970	0	0	611	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein CMQ_2630	0	-		N	0	0	0	0	0	0	0	0
gene_1971	0	0	706	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2568	0	-		N	0	0	0	0	0	0	0	0
gene_1972	0.646252132609537	1.19692441796632	480	Tor signaling pathway regulator	Grosmannia clavigera	Ophiostoma piceae			tap42-like family protein	1	P:regulation of signal transduction		N	0	4	1	0	0	0	0	0
gene_1973	0.46588816574164	-0.949928063045303	352	3-methyl-2-oxobutanoate hydroxymethyltransferase	Colletotrichum fioriniae	Ophiostoma piceae	K00606	panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	3-methyl-2-oxobutanoate hydroxymethyltransferase	4	F:3-methyl-2-oxobutanoate hydroxymethyltransferase activity; P:pantothenate biosynthetic process; P:methylation; F:methyltransferase activity	EC:2.1.2.11; EC:2.1.1.0	N	0	0	0	0	0	2	0	0
gene_1974	0	0	177	Ubiquitin-like protein ATG12 (Autophagy-related protein 12)	Neurospora tetrasperma	Ophiostoma piceae			ubiquitin-like protein atg12	3	C:cytoplasm; P:autophagic vacuole assembly; P:protein transport	-	N	0	0	0	0	0	0	0	0
gene_1975	0	0	109	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_1976	0.960578643964706	-0.260358442307316	546	Ras modification protein ERF4	Fusarium oxysporum	Ophiostoma piceae			hypothetical protein FOXB_03631	0	-		N	2	2	0	4	0	0	0	8
gene_1977	1.14406525758337	-0.375138989391846	1 072	tRNA exportin	Grosmannia clavigera	Ophiostoma piceae	K14288	XPOT; exportin-T	trna exportin	2	F:RNA binding; C:intracellular part	-	N	2	1	0	6	0	0	0	10
gene_1978	1.24378714672707	0.896118566796742	584	Structure-specific recognition protein	Grosmannia clavigera	Ophiostoma piceae	K09272	SSRP1; structure-specific recognition protein 1	fact complex subunit pob-3	6	P:DNA replication; F:DNA binding; C:chromosome; C:nucleus; P:regulation of transcription, DNA-dependent; P:DNA repair	-	N	4	8	0	8	0	0	0	4
gene_1979	0	0	324	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein GGTG_01868	0	-		N	0	0	0	0	0	0	0	0
gene_198	0	0	270	Alpha-ketoglutarate-dependent dioxygenase ABH6	Trichoderma atroviride	Ophiostoma piceae	K10768	ALKBH6; alkylated DNA repair protein alkB homolog 6 [EC:1.14.11.-]	alkylated dna repair protein alkb homolog 6	2	P:oxidation-reduction process; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	EC:1.14.11.0	N	0	0	0	0	0	0	0	0
gene_1980	0.547333077854029	-0.0394825036451637	1 913	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7715	2	F:zinc ion binding; C:intracellular		N	0	6	0	0	0	0	0	4
gene_1981	7.61769841134872	-0.529586249324803	542	Aspartyl aminopeptidase	Grosmannia clavigera	Ophiostoma piceae	K01267	E3.4.11.21, DNPEP; aspartyl aminopeptidase [EC:3.4.11.21]	aspartyl aminopeptidase	6	C:ribosome; C:fungal-type vacuole lumen; F:aminopeptidase activity; P:proteolysis; F:zinc ion binding; F:metallopeptidase activity	EC:3.4.11.0	N	8	16	0	42	6	4	6	12
gene_1982	0	0	1 241	DUF1740 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf1740 domain containing protein	0	-		N	0	0	0	0	0	0	0	0
gene_1983	1.62337927646049	-0.264902541752675	917	H(+)/Cl(-) exchange transporter 5 (Chloride channel protein 5)	Grosmannia clavigera	Ophiostoma piceae	K05393	CLCNF; chloride channel, other eukaryote	chloride channel protein 3	5	P:mycelium development; F:voltage-gated chloride channel activity; P:transmembrane transport; C:membrane; P:chloride transport	-	N	0	8	0	8	0	4	0	0
gene_1984	0	0	797	Kinesin family protein	Podospora anserina	Ophiostoma piceae	K17387	KIF23; kinesin family member 23	kinesin family protein	7	F:ATP binding; C:kinesin complex; F:nucleotide binding; F:microtubule motor activity; F:microtubule binding; P:microtubule-based movement; C:microtubule		N	0	0	0	0	0	0	0	0
gene_1986	0	0	78	Putative uncharacterized protein	Byssochlamys spectabilis	Sporothrix schenckii			hypothetical protein CMQ_7696	2	P:response to wounding; F:serine-type endopeptidase inhibitor activity		N	0	0	0	0	0	0	0	0
gene_1987	0.81845243581402	-0.0544388789460811	201	Translation machinery-associated protein 20	Grosmannia clavigera	Ophiostoma piceae	K07575	K07575; PUA domain protein	pua domain-containing protein	1	F:RNA binding	-	N	2	2	0	4	0	0	0	6
gene_1988	0.22165944657513	0.52939009036152	222	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7322	0	-		N	2	2	0	0	0	0	0	0
gene_1989	1.96969490479437	0.539048614268141	319	Putative apospory-associated protein c	Grosmannia clavigera	Ophiostoma piceae	K01792	E5.1.3.15; glucose-6-phosphate 1-epimerase [EC:5.1.3.15]	apospory-associated protein c	1	F:catalytic activity	-	N	2	14	0	12	0	0	0	10
gene_199	0.267931785448488	0.619050068707501	1 725	Protein HOS4	Colletotrichum fioriniae	Ophiostoma piceae	K06867	Unclassified; Poorly Characterized	ankyrin repeat protein	0	-		N	4	0	0	0	0	0	0	0
gene_1990	0.0852071823934164	0.227019381253042	782	Phenylalanine/tyrosine ammonia-lyase	Thielavia terrestris	Ophiostoma piceae	K10775	E4.3.1.24; phenylalanine ammonia-lyase [EC:4.3.1.24]	phenylalanine ammonia-	2	P:metabolic process; F:lyase activity	-	N	0	0	0	2	0	0	0	0
gene_1991	3.76880515772562	0.518917621271012	1 100	Ankyrin repeat domain-containing protein	Grosmannia clavigera	Ophiostoma piceae			ankyrin repeat-containing	0	-		N	10	16	0	22	0	0	4	12
gene_1992	0	0	547	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7643	0	-		N	0	0	0	0	0	0	0	0
gene_1993	0	0	1 016	Alpha beta hydrolase fold family	Grosmannia clavigera	Ophiostoma piceae			alpha beta hydrolase fold family	1	F:hydrolase activity		N	0	0	0	0	0	0	0	0
gene_1994	0	0	191	Putative uncharacterized protein	Fusarium oxysporum	Sporothrix schenckii			hypothetical protein THITE_2094668	1	F:binding	-	Y	0	0	0	0	0	0	0	0
gene_1995	0	0	620	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_00751	3	P:mycelium development; F:molecular_function; C:cellular_component		N	0	0	0	0	0	0	0	0
gene_1996	2.80272872318201	-0.817395066235508	170	Succinate dehydrogenase (ubiquinone) cytochrome b small subunit, mitochondrial (CybS)	Myceliophthora thermophila	Ophiostoma piceae	K00237	SDHD, SDH4; succinate dehydrogenase (ubiquinone) membrane anchor subunit	succinate dehydrogenase membrane anchor subunit	2	F:binding; P:cellular respiration	-	N	8	0	0	8	0	2	4	12
gene_1997	0	0	739	Tyrosyl-tRNA synthetase	Grosmannia clavigera	Ophiostoma piceae	K01866	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]	tyrosine--trna ligase mitochondrial (cyt-18)	4	F:nucleotide binding; F:aminoacyl-tRNA ligase activity; P:tRNA aminoacylation for protein translation; C:cytoplasm	-	N	0	0	0	0	0	0	0	0
gene_1998	0	0	779	Nitrogen permease regulator 2 homolog	Grosmannia clavigera	Ophiostoma piceae			nitrogen permease regulator	0	-		N	0	0	0	0	0	0	0	0
gene_1999	2.03349865771122	0.474425555229393	445	Ubiquitin-like protein	Grosmannia clavigera	Sporothrix schenckii	K04523	UBQLN, DSK2; ubiquilin	deubiquitination-protection protein dph1	2	F:molecular_function; C:cellular_component		N	6	8	0	12	0	2	2	0
gene_2.1	0	0	576	C6 zinc finger fungal transcription factor	Exophiala aquamarina	Exophiala aquamarina				9	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; P:transcription, DNA-dependent; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus; F:DNA binding; F:metal ion binding		N	0	0	0	0	0	0	0	0
gene_20	1.07390253963397	-1.65434620797373	712	RNA-binding post-transcriptional regulator cip2 (Csx1-interacting protein 2)	Grosmannia clavigera	Ophiostoma piceae			rna-binding post-transcriptional regulator cip2	2	F:nucleic acid binding; F:nucleotide binding		N	0	0	0	0	0	4	0	2
gene_200	2.89785222582438	-0.611050718108551	368	GTP-binding protein	Grosmannia clavigera	Ophiostoma piceae	K06944	Unclassified; Poorly Characterized	gtp-binding protein rbg1	1	F:GTP binding	-	N	4	6	0	12	0	4	0	13
gene_2000	0	0	578	Chromodomain Y-like protein (CDY-like)	Cyberlindnera fabianii	Ophiostoma piceae			chromodomain containing protein	2	C:nucleus; F:DNA binding		N	0	0	0	0	0	0	0	0
gene_2001	1.24875988964201	0.901025581100484	342	Quinone oxidoreductase-like protein 2 homolog	Grosmannia clavigera	Ophiostoma piceae			alcohol dehydrogenase	4	F:oxidoreductase activity; F:nucleotide binding; P:oxidation-reduction process; F:zinc ion binding	-	N	4	12	0	4	0	0	0	4
gene_2002	0.303695504032807	-0.684720916430889	1 077	Importin beta-like protein KAP120 (Karyopherin-120)	Grosmannia clavigera	Ophiostoma piceae			importin-beta domain-containing protein	3	P:intracellular protein transport; F:protein transporter activity; C:intracellular		N	0	0	0	0	0	0	2	0
gene_2003	0.46588816574164	-0.949928063045303	1 523	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			hypothetical protein CH063_06820	3	F:DNA binding; F:molecular_function; P:biological_process		N	0	0	0	0	0	2	0	0
gene_2004	1.65577241586264	-1.32374981016932	677	Lysophospholipase plb1	Grosmannia clavigera	Ophiostoma piceae	K13333	PLB; lysophospholipase [EC:3.1.1.5]	lysophospholipase plb1	3	F:phospholipase activity; P:metabolic process; P:phospholipid catabolic process		Y	0	2	0	4	0	6	0	0
gene_2004.1	0	0	289	Conserved hypothetical protein	Togninia minima	Ophiostoma piceae				0	-		N	0	0	0	0	0	0	0	0
gene_2005	0	0	648	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_944	3	F:molecular_function; P:biological_process; C:cellular_component		N	0	0	0	0	0	0	0	0
gene_2006	0	0	525	Palmitoyltransferase PFA4 (Protein fatty acyltransferase 4)	Grosmannia clavigera	Ophiostoma piceae			palmitoyltransferase pfa4	3	F:metal ion binding; F:zinc ion binding; F:transferase activity		N	0	0	0	0	0	0	0	0
gene_2007	2.5655871532042	-0.904501409814721	1 143	Myosin-1 (Class I unconventional myosin) (Type I myosin)	Gaeumannomyces graminis	Ophiostoma piceae	K10356	MYO1; myosin I	myosin 1 myo5	9	C:mating projection tip; F:actin binding; C:myosin complex; P:actin cortical patch localization; F:ATP binding; F:motor activity; P:receptor-mediated endocytosis; P:response to salt stress; C:actin cortical patch	-	N	4	4	0	7	0	6	0	6
gene_2008	1.49541474889844	0.712249210498753	553	NADPH oxidase	Togninia minima	Ophiostoma piceae			cytochrome b-245 heavychain subunit beta	3	F:oxidoreductase activity; P:oxidation-reduction process; C:integral to membrane	-	N	8	2	0	10	0	0	2	2
gene_2009	0	0	2 155	Telomere length regulator protein rif1	Grosmannia clavigera	Ophiostoma piceae			telomere length regulator protein	0	-		N	0	0	0	0	0	0	0	0
gene_2010	0.865498926703333	-0.546689572923322	481	Synembryn-like protein C3E7.04c	Grosmannia clavigera	Ophiostoma piceae			guanine nucleotide exchange factor synembryn	0	-		N	0	2	0	4	0	0	4	0
gene_2011	0	0	710	DUF1772 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf1772 domain containing protein	2	F:molecular_function; P:biological_process		N	0	0	0	0	0	0	0	0
gene_2012	0	0	336	mRNA cleavage and polyadenylation specificity factor complex subunit	Grosmannia clavigera	Ophiostoma piceae			mrna cleavage and polyadenylation specificity factor complex subunit	1	F:binding	-	N	0	0	0	0	0	0	0	0
gene_2013	0.526161323105313	1.03725755526124	352	mRNA cleavage and polyadenylation specificity factor complex subunit	Grosmannia clavigera	Sporothrix schenckii	K14404	CPSF4, YTH1; cleavage and polyadenylation specificity factor subunit 4	mrna 3 -end-processing protein yth-1	2	F:metal ion binding; F:nucleic acid binding	-	N	0	12	0	0	0	0	0	0
gene_2014	0.170414364786833	0.423124966716581	557	DUF1776 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf1776 domain containing protein	2	F:nucleotide binding; C:cellular_component		N	0	0	0	4	0	0	0	0
gene_2015	0	0	279	Methyltransferase type 11	Grosmannia clavigera	Ophiostoma piceae			methyltransferase type 11	2	P:methylation; F:methyltransferase activity	EC:2.1.1.0	N	0	0	0	0	0	0	0	0
gene_2016	0.526039704086206	1.03708655919056	579	Amidase	Colletotrichum graminicola	Ophiostoma piceae	K15528	FAAH; fatty acid amide hydrolase [EC:3.5.1.99]	amidase protein	1	F:catalytic activity	-	N	4	2	0	4	0	0	0	0
gene_2017	0	0	287	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1140	0	-		N	0	0	0	0	0	0	0	0
gene_2018	0	0	788	Uncharacterized transcriptional regulatory protein C320.03	Verticillium dahliae	Ophiostoma piceae			hypothetical protein VDAG_07886	1	P:transcription, DNA-dependent	-	N	0	0	0	0	0	0	0	0
gene_2019	0.175387107701771	0.433786545470403	627	Penicillin-binding protein	Grosmannia clavigera	Ophiostoma piceae			penicillin-binding protein	2	P:transport; C:intracellular		Y	0	4	0	0	0	0	0	0
gene_2019.1	17.257240347805	0.603011075528889	122	Nuclear transport factor 2 (NTF-2)	Fusarium fujikuroi	Ophiostoma piceae				2	P:transport; C:intracellular		N	56	90	0	66	0	8	20	26
gene_202	0.566776165585464	-0.0748134459080697	754	Major centromere autoantigen B (CENP-B)	Grosmannia clavigera	Ophiostoma piceae			centromere binding protein b	1	F:DNA binding		N	0	6	0	0	0	0	2	0
