Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
gene_2634	12.6827744584886	0.13527836165067	120	Probable prefoldin subunit 1	Thielavia terrestris	Sporothrix schenckii	K09548	PFDN1; prefoldin subunit 1	prefoldin subunit 1	6	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides; P:protein folding; F:unfolded protein binding; C:integral to membrane; C:prefoldin complex; P:ceramide metabolic process	EC:3.5.1.0	N	12	30	41	10	8	15	0	0
gene_2635	8.10845711998007	0.0150065997776142	300	Alkaline dihydroceramidase	Grosmannia clavigera	Ophiostoma piceae	K04711	YDC1; dihydroceramidase [EC:3.5.1.-]	alkaline dihydroceramidase	3	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides; C:integral to membrane; P:ceramide metabolic process	EC:3.5.1.0	N	10	27	8	9	1	6	14	0
gene_2636	12.2407046841585	0.93066732701597	959	Protein SGM1 (Slow growth on galactose and mannose protein 1)	Grosmannia clavigera	Ophiostoma piceae			m protein repeat protein	1	P:mycelium development	-	N	6	32	14	36	0	4	10	20
gene_2637	37.0758779767871	0.00151192719632451	1 231	Actin cytoskeleton-regulatory complex protein sla1	Colletotrichum gloeosporioides	Ophiostoma piceae			cytoskeleton assembly control protein sla1p	1	F:protein binding	-	N	57	75	59	42	10	53	16	36
gene_2638	8.31264961094512	-0.387554459899856	423	UDP-N-acetylglucosamine transporter yea4	Grosmannia clavigera	Ophiostoma piceae	K15278	SLC35B4, YEA4; solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4	udp-n-acetylglucosamine transporter yea4	6	F:nucleotide-sugar transmembrane transporter activity; C:integral to membrane; P:nucleotide-sugar transport; P:mycelium development; P:transmembrane transport; P:carbohydrate transport	-	N	18	5	14	6	4	6	6	11
gene_2639	31.8107440516008	0.963516573728627	480	Protein phosphatase PP2A regulatory subunit B	Chaetomium globosum	Ophiostoma piceae	K04354	PPP2R2; protein phosphatase 2 (formerly 2A), regulatory subunit B	protein phosphatase pp2a regulatory subunit b	8	F:protein phosphatase type 2A regulator activity; P:negative regulation of exit from mitosis; C:cellular bud tip; C:protein phosphatase type 2A complex; C:cellular bud neck; P:signal transduction; P:cell shape checkpoint; C:nucleus	-	N	70	61	97	41	2	13	12	70
gene_264	7.89513420890052	0.177916604005908	916	Biotin apo-protein	Grosmannia clavigera	Ophiostoma piceae	K01942	HLCS; biotin--protein ligase [EC:6.3.4.9 6.3.4.10 6.3.4.11 6.3.4.15]	biotin apo-protein	1	F:catalytic activity	-	N	14	16	12	10	2	14	0	8
gene_2640	5.27195585582894	0.0298238120811532	374	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_5996	3	F:molecular_function; P:biological_process; C:cellular_component		N	14	18	8	0	2	10	0	2
gene_2641	7.22633028968591	1.03431983513895	604	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	18	18	22	8	0	6	6	2
gene_2642	140.721538509636	0.179403229699393	448	Tubulin beta chain (Beta-tubulin)	Pestalotiopsis microspora	Sporothrix schenckii	K07375	TUBB; tubulin beta	tubulin beta chain	9	P:response to antibiotic; C:microtubule; P:protein polymerization; P:GTP catabolic process; P:microtubule-based movement; F:GTPase activity; F:structural molecule activity; C:cytoplasm; F:GTP binding	-	N	212	272	305	161	31	107	110	185
gene_2643	10.5972325553319	0.155489943888113	1 432	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6176	3	F:molecular_function; P:biological_process; C:cellular_component		N	11	32	33	6	2	12	4	19
gene_2644	15.528391460197	0.324772333935003	761	Protein GCN20	Magnaporthe oryzae	Ophiostoma piceae	K06158	ABCF3; ATP-binding cassette, subfamily F, member 3	protein gcn20	5	P:regulation of translational elongation; P:ATP catabolic process; F:ATP binding; F:ATPase activity; C:cytosolic ribosome	EC:3.6.1.3	N	22	37	36	18	0	16	2	52
gene_2645	1.36780356909723	0.0068948822255792	519	Choline transporter	Grosmannia clavigera	Ophiostoma piceae			choline transporter	3	C:integral to membrane; F:amino acid transmembrane transporter activity; P:amino acid transmembrane transport	-	N	0	8	4	0	0	2	2	0
gene_2646	0	0	475	Uncharacterized transporter C11D3.06	Stachybotrys chartarum	Ophiostoma piceae	K03327	TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family	mate efflux family protein	4	P:drug transmembrane transport; C:membrane; F:antiporter activity; F:drug transmembrane transporter activity	-	N	0	0	0	0	0	0	0	0
gene_2647	0.754808614435041	-0.263058645827764	395	Putative agmatinase 1 (Agmatine ureohydrolase 1)	Fusarium oxysporum	Ophiostoma piceae	K01480	E3.5.3.11, speB; agmatinase [EC:3.5.3.11]	agmatinase 1	2	F:metal ion binding; F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines	EC:3.5.3.0	Y	2	0	2	0	0	0	2	1
gene_2648	5.67590246712692	-1.35106237677747	709	Lysine biosynthesis regulatory protein LYS14	Nectria haematococca	Ophiostoma piceae			c6 finger domain	6	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus		N	0	4	16	1	2	12	2	15
gene_2649	191.866948593529	0.0511063899857235	955	Cross-pathway control protein 1	Stachybotrys chlorohalonata	Ophiostoma piceae			cross-pathway control protein 1	4	P:regulation of transcription, DNA-dependent; F:sequence-specific DNA binding; F:protein dimerization activity; F:sequence-specific DNA binding transcription factor activity		N	306	549	283	171	39	136	105	456
gene_265	1.39696744992931	0.967169335495532	78	Cytochrome oxidase assembly factor 4 (Cx9C motif-containing protein 3)	Colletotrichum orbiculare	Colletotrichum orbiculare			hypothetical protein NEUTE1DRAFT_148691	0	-		N	8	4	3	0	0	0	0	4
gene_2650	5.17739809824639	1.03351068065202	602	Cecr1 family adenosine deaminase	Nectria haematococca	Ophiostoma piceae	K01488	E3.5.4.4, ADA, add; adenosine deaminase [EC:3.5.4.4]	adenosine amp deaminase	2	F:deaminase activity; P:purine ribonucleoside monophosphate biosynthetic process		N	4	18	30	3	0	6	0	8
gene_2651	9.40351118826371	1.10191079704058	923	Transcriptional regulatory protein moc3 (Multicopy suppressor of overexpressed cyr1 protein 3)	Grosmannia clavigera	Ophiostoma piceae			c6 zinc finger domain containing protein	6	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus		N	25	21	4	22	2	0	0	24
gene_2652	0	0	33	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
gene_2653	7.78647570765843	0.684205619945228	521	MOSC domain-containing protein 2, mitochondrial	Thielavia terrestris	Ophiostoma piceae			mosc domain-containing protein	6	F:molybdenum ion binding; P:metabolic process; F:catalytic activity; F:pyridoxal phosphate binding; P:biological_process; C:cellular_component		N	14	18	8	16	0	14	4	0
gene_2654	21.0958307587738	-0.0943588094314082	1 180	Structural maintenance of chromosomes protein	Grosmannia clavigera	Ophiostoma piceae	K06674	SMC2; structural maintenance of chromosome 2	condensin subunit	7	P:sister chromatid cohesion; F:ATP binding; C:chromosome; C:nucleus; P:chromosome condensation; P:DNA recombination; P:DNA repair	-	N	34	34	46	18	10	12	15	20
gene_2655	14.775606409357	0.512595119116759	730	ATP-dependent RNA helicase mss116, mitochondrial	Grosmannia clavigera	Ophiostoma piceae			dead deah box helicase	2	F:helicase activity; F:nucleotide binding	-	N	16	53	34	17	10	0	4	7
gene_2656	2.55349190109788	-0.597767087780244	331	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4525	0	-		N	0	7	4	2	2	0	0	9
gene_2657	15.0509005007515	0.0756849897154818	604	Peptidoglycan-binding protein	Grosmannia clavigera	Ophiostoma piceae			peptidoglycan-binding protein	3	F:molecular_function; P:cell wall macromolecule catabolic process; C:cellular_component		N	36	35	13	14	0	4	28	18
gene_2658	0.155578113325257	-0.390839595541177	417	Glycoside hydrolase family 5 protein	Togninia minima	Ophiostoma piceae			cellulase family protein	1	F:hydrolase activity	-	N	0	0	0	0	0	0	0	2
gene_2659	9.1946696198783	1.61462053806094	481	PH domain containing protein	Colletotrichum fioriniae	Ophiostoma piceae			ph domain-containing protein	1	F:phospholipid binding		N	13	32	33	16	2	2	2	5
gene_266	7.00373497398191	-1.20189399287984	307	Mitochondrial genome maintenance protein mgm101	Grosmannia clavigera	Ophiostoma piceae			mitochondrial genome maintenance protein mgm101	2	C:mitochondrial chromosome; P:mitochondrial genome maintenance	-	N	4	14	13	0	0	14	14	4
gene_2660	5.43782100968838	-0.515642359414898	440	Cytoplasmic tRNA 2-thiolation protein 2	Grosmannia clavigera	Ophiostoma piceae	K14169	CTU2, NCS2; cytoplasmic tRNA 2-thiolation protein 2	hypothetical protein CMQ_4840	4	C:cytoplasm; P:tRNA processing; F:molecular_function; P:biological_process		N	2	13	20	0	0	12	0	19
gene_2661	5.59580229662037	1.3254153501961	308	Mitochondrial oxaloacetate transport protein (Mitochondrial carrier protein PMT)	Thielavia terrestris	Ophiostoma piceae	K15117	SLC25A34_35, OAC1; solute carrier family 25, member 34/35	mitochondrial oxaloacetate transporter	2	P:transmembrane transport; C:integral to membrane	-	N	20	23	20	0	0	4	0	10
gene_2662	2.45139340865511	-1.23503383134413	378	WD repeat protein	Grosmannia clavigera	Ophiostoma piceae	K14962	WDR82, SWD2, CPS35; COMPASS component SWD2	wd repeat containing protein 82	0	-		N	0	2	0	3	2	4	2	0
gene_2663	3.47720563131862	0.574540537550857	164	Putative uncharacterized protein	Grosmannia clavigera	Sporothrix schenckii			hypothetical protein CMQ_4673	5	F:7S RNA binding; P:SRP-dependent cotranslational protein targeting to membrane; C:signal recognition particle; P:negative regulation of translational elongation; F:molecular_function		N	8	6	14	2	0	3	2	6
gene_2664	31.0175242740605	-0.108312097213389	406	Ribonucleoside-diphosphate reductase small chain	Pestalotiopsis fici	Ophiostoma piceae	K10808	RRM2; ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1]	ribonucleoside-diphosphate reductase small chain	5	C:ribonucleoside-diphosphate reductase complex; F:transition metal ion binding; P:deoxyribonucleoside diphosphate metabolic process; F:ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor; P:oxidation-reduction process	EC:1.17.4.1	N	72	59	44	20	8	12	8	116
gene_2665	7.05068400190109	0.510045595797134	226	Major facilitator superfamily transporter	Togninia minima	Ophiostoma piceae			ph domain-containing protein	0	-		N	14	18	28	2	0	6	6	10
gene_2666	14.1460110727363	0.50138687601433	1 201	mRNA decapping complex subunit 2	Grosmannia clavigera	Ophiostoma piceae	K12613	DCP2; mRNA-decapping enzyme subunit 2 [EC:3.-.-.-]	mrna-decapping enzyme 2	3	F:RNA binding; F:hydrolase activity; F:manganese ion binding		N	34	18	18	24	4	6	10	14
gene_2667	2.81866860566515	-2.73060457252146	313	Short chain dehydrogenase reductase	Grosmannia clavigera	Ophiostoma piceae			short chain dehydrogenase	3	F:oxidoreductase activity; P:oxidation-reduction process; F:nucleotide binding	-	N	0	0	0	0	6	0	0	0
gene_2668	9.73011371474065	1.18875312577163	430	Negative regulator of differentiation 1 (Multicopy suppressor of sporulation protein msa2)	Colletotrichum higginsianum	Ophiostoma piceae			rna recognition motif containing protein	1	F:nucleic acid binding		N	31	21	39	5	0	2	4	22
gene_2669	22.8327469643177	-0.242869512266003	287	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_4273	0	-		Y	32	49	44	16	8	26	18	17
gene_267	22.4324677164784	0.405332236302678	361	Receptor expression-enhancing protein 4	Trichoderma reesei	Ophiostoma piceae			hva22 family tb2 dp1 protein	0	-		N	45	41	54	24	8	24	3	21
gene_2670	5.127283237428	0.934305001635432	495	Cyclin-dependent kinase 11B (Cell division protein kinase 11B)	Thielavia terrestris	Ophiostoma piceae	K08818	CDC2L; cell division cycle 2-like [EC:2.7.11.22]	cyclin-dependent kinase g-1	2	P:phosphorylation; F:protein kinase activity	-	N	8	16	20	5	0	0	6	6
gene_2671	4.19938982874982	1.19637718249597	553	Protein midA homolog, mitochondrial	Pestalotiopsis fici	Ophiostoma piceae			duf185 domain-containing protein	0	-		N	18	22	2	2	0	2	0	10
gene_2672	17.6680666258583	0.231715441775669	594	Integral membrane protein	Grosmannia clavigera	Ophiostoma piceae			integral membrane protein	1	C:integral to membrane	-	Y	30	22	30	28	6	7	14	20
gene_2673	2.93588278909494	-0.56432378774405	307	Similar to Ser/Thr protein phosphatase superfamily	Botrytis cinerea	Ophiostoma piceae			ser thr protein phosphatase superfamily	1	F:hydrolase activity		N	6	6	4	0	0	4	0	16
gene_2674	5.55162820788737	0.21790566402013	591	Peptidyl-prolyl cis trans isomerase	Grosmannia clavigera	Ophiostoma piceae	K10598	PPIL2, CYC4, CHP60; peptidyl-prolyl cis-trans isomerase-like 2 [EC:5.2.1.8]	peptidyl-prolyl cis-trans isomerase-like 2	3	P:protein folding; P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity	EC:5.2.1.8	N	8	16	10	6	0	2	6	14
gene_2675	8.20554227820998	0.323310153030769	762	C6 zinc finger domain containing protein	Grosmannia clavigera	Ophiostoma piceae			c6 zinc finger domain containing protein	6	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus		N	16	33	10	6	0	0	14	12
gene_2676	0.538352043970233	1.05429565947822	301	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			transmembrane protein	0	-		N	0	10	0	0	0	0	0	0
gene_2677	2.73590402424172	1.23700241694383	326	RNA polymerase 2 elongator complex subunit	Grosmannia clavigera	Ophiostoma piceae	K15456	KTI12; protein KTI12	rna polymerase 2 elongator complex subunit	0	-		N	0	0	20	6	0	2	0	4
gene_2678	5.39353847408436	-0.23592158453602	411	Synaptobrevin	Colletotrichum higginsianum	Ophiostoma piceae			synaptobrevin	3	F:molecular_function; P:biological_process; C:cellular_component		N	8	16	14	0	0	6	10	2
gene_2679	0.459138582380383	0.939811185078163	372	Brct domain containing protein	Grosmannia clavigera	Ophiostoma piceae			brct domain containing protein	11	F:phosphoribosylanthranilate isomerase activity; F:indole-3-glycerol-phosphate synthase activity; P:tryptophan biosynthetic process; P:aromatic amino acid family biosynthetic process; F:catalytic activity; P:tryptophan metabolic process; F:isomerase activity; P:metabolic process; P:cellular amino acid biosynthetic process; F:molecular_function; P:biological_process		N	2	3	2	0	0	0	0	0
gene_268	12.8713789619389	-1.96488868570737	2 033	Canalicular multispecific organic anion transporter 1 (ATP-binding cassette sub-family C member 2)	Colletotrichum fioriniae	Ophiostoma piceae			abc transporter	9	F:ATPase activity, coupled to transmembrane movement of substances; C:integral to membrane; P:transport; P:ATP catabolic process; F:nucleotide binding; F:nucleoside-triphosphatase activity; F:ATP binding; F:ATPase activity; P:transmembrane transport		N	12	12	6	2	6	26	2	44
gene_2680	31.6806355159804	0.175810958548403	775	N-5'-phosphoribosylanthranilate isomerase	Grosmannia clavigera	Ophiostoma piceae	K13501	TRP1; anthranilate synthase / indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase [EC:4.1.3.27 4.1.1.48 5.3.1.24]	anthranilate synthase component 2	6	P:glutamine metabolic process; F:phosphoribosylanthranilate isomerase activity; F:transferase activity; P:tryptophan biosynthetic process; F:indole-3-glycerol-phosphate synthase activity; F:anthranilate synthase activity	EC:5.3.1.24; EC:4.1.1.48; EC:4.1.3.27	N	52	64	92	22	0	46	22	48
gene_2681	90.8959245095766	1.26440940830351	883	Beta-galactosidase (Beta-gal)	Togninia minima	Ophiostoma piceae	K01195	E3.2.1.31, GUSB, uidA; beta-glucuronidase [EC:3.2.1.31]	glycoside hydrolase family 2 protein	2	F:hydrolase activity; P:metabolic process	-	Y	122	534	202	88	0	10	26	258
gene_2682	11.9540940634568	0.207173597864356	1 871	Nucleoporin nup184	Grosmannia clavigera	Ophiostoma piceae	K14311	NUP188; nuclear pore complex protein Nup188	nucleoporin	1	F:protein kinase activity	-	N	16	27	26	14	6	4	2	22
gene_2683	29.3808487724131	0.807984490920115	1 041	Serine/threonine-protein kinase ATG1 (Autophagy-related protein 1)	Grosmannia clavigera	Ophiostoma piceae	K08269	ULK, ATG1; unc51-like kinase [EC:2.7.11.1]	ulk ulk protein kinase	7	P:autophagic cell death; P:phosphorylation; P:entry into host; P:pathogenesis; F:protein serine/threonine kinase activity; F:nucleotide binding; P:spore germination	EC:2.7.11.0	N	54	76	82	35	0	18	22	47
gene_2684	11.426894685367	-0.382526942084944	429	Ornithine aminotransferase	Grosmannia clavigera	Ophiostoma piceae	K00819	E2.6.1.13, rocD; ornithine--oxo-acid transaminase [EC:2.6.1.13]	ornithine aminotransferase	5	P:ornithine metabolic process; F:pyridoxal phosphate binding; C:nucleus; C:cytosol; F:ornithine-oxo-acid transaminase activity	EC:2.6.1.13	N	9	34	14	10	2	6	12	31
gene_2685	4.9579535281012	-0.545392334445073	785	Mannosyltransferase	Grosmannia clavigera	Ophiostoma piceae	K05286	PIGB; phosphatidylinositol glycan, class B [EC:2.4.1.-]	glycosyltransferase family 22 protein	4	P:GPI anchor biosynthetic process; F:transferase activity; C:intrinsic to endoplasmic reticulum membrane; F:transferase activity, transferring glycosyl groups		N	8	6	10	2	0	8	8	4
gene_2686	12.5937913221026	0.444968122177799	515	Major facilitator superfamily transporter	Grosmannia clavigera	Ophiostoma piceae			mfs transporter	2	P:transmembrane transport; C:integral to membrane	-	N	26	44	30	6	0	2	13	32
gene_2687	19.4962601388263	0.56108140529322	953	Rho-GTPase-activating protein 5	Grosmannia clavigera	Ophiostoma piceae			rho gtpase activator	2	P:signal transduction; C:intracellular		N	40	34	40	28	3	6	12	41
gene_2688	8.58861975479139	2.17835486777765	120	Mitochondrial import inner membrane translocase subunit tim-9	Grosmannia clavigera	Ophiostoma piceae	K17777	TIM9; mitochondrial import inner membrane translocase subunit TIM9	mitochondrial import inner membrane translocase subunit tim-9	6	F:metal ion binding; C:mitochondrion; C:membrane; C:mitochondrial inner membrane; P:protein transport; P:transport		N	40	14	15	16	0	0	2	11
